date,symbol,action,price,qty,risk_mult,pnl_pct,reason
2019-12-13,AAPL,EXIT,66.27290510864258,,,26.650203982908057,TAKE PROFIT
2019-12-23,TSLA,EXIT,27.925641554260253,,,25.776147205368982,TAKE PROFIT
2020-01-16,GOOGL,EXIT,71.85611196899414,,,25.48177771161021,TAKE PROFIT
2020-01-27,AAPL,BUY,74.5331659057617,12.0,1.0,,
2020-01-27,GOOGL,BUY,71.05647930908202,12.0,1.0,,
2020-02-10,MSFT,EXIT,178.61613270263672,,,26.07767952365359,TAKE PROFIT
2020-02-21,MSFT,BUY,169.7795138671875,12.0,1.0,,
2020-02-25,AAPL,EXIT,69.55189602661133,,,-6.608579890064462,STOP LOSS
2020-02-27,MSFT,EXIT,150.13602060546876,,,-11.499201426929734,STOP LOSS
2020-02-27,GOOGL,EXIT,65.15638265991211,,,-8.229974052236578,STOP LOSS
2020-03-02,MSFT,BUY,164.26564584960937,12.0,1.0,,
2020-03-03,TSLA,BUY,49.7404288696289,12.0,1.0,,
2020-03-04,AAPL,BUY,73.20835354614258,12.0,1.0,,
2020-03-06,MSFT,EXIT,153.3536897705078,,,-6.5681261876397405,STOP LOSS
2020-03-09,AAPL,EXIT,64.26211726074219,,,-12.149959669973859,STOP LOSS
2020-03-09,TSLA,EXIT,40.500906158447265,,,-18.51028681126561,STOP LOSS
2020-03-31,MSFT,BUY,149.92960122070312,12.0,1.0,,
2020-04-30,TSLA,BUY,52.167032144165034,12.0,1.0,,
2020-05-01,TSLA,EXIT,46.71726164245605,,,-10.3750712796004,STOP LOSS
2020-06-10,MSFT,EXIT,187.35033542480468,,,25.058917096264693,TAKE PROFIT
2020-06-11,MSFT,BUY,177.5738302734375,12.0,1.0,,
2020-06-11,GOOGL,BUY,69.57604022827148,12.0,1.0,,
2020-07-23,AAPL,BUY,90.04994104614256,12.0,1.0,,
2020-08-20,AAPL,EXIT,114.73746697998047,,,27.517385475573104,TAKE PROFIT
2020-09-03,AAPL,BUY,117.45231569824217,12.0,1.0,,
2020-09-08,AAPL,EXIT,109.44563754882812,,,-6.742354538527369,STOP LOSS
2020-09-10,TSLA,BUY,123.8790227783203,12.0,1.0,,
2020-09-15,AAPL,BUY,112.26375807495116,12.0,1.0,,
2020-09-18,AAPL,EXIT,103.64447317504883,,,-7.6037922497587065,STOP LOSS
2020-10-06,AAPL,BUY,109.95124059448241,12.0,1.0,,
2020-11-05,GOOGL,EXIT,87.33269631347656,,,25.621719950495265,TAKE PROFIT
2020-11-18,TSLA,EXIT,162.0835624633789,,,30.944957016783377,TAKE PROFIT
2020-11-30,GOOGL,BUY,87.07053916625976,12.0,1.0,,
2021-01-25,AAPL,EXIT,138.88456145019532,,,26.415816051843372,TAKE PROFIT
2021-01-26,MSFT,EXIT,222.24427292480468,,,25.256188004089335,TAKE PROFIT
2021-01-28,AAPL,BUY,133.43246630859375,12.0,1.0,,
2021-01-29,TSLA,BUY,264.72161777343746,12.0,1.0,,
2021-02-22,AAPL,EXIT,122.62527094726562,,,-8.025795293924489,STOP LOSS
2021-02-22,MSFT,BUY,225.2063271972656,12.0,1.0,,
2021-02-22,TSLA,EXIT,237.97613841552734,,,-10.031272188444722,STOP LOSS
2021-03-01,AAPL,BUY,124.56647720947265,12.0,1.0,,
2021-03-04,AAPL,EXIT,116.91247576293945,,,-6.069366936754245,STOP LOSS
2021-03-16,AAPL,BUY,122.40247016601562,12.0,1.0,,
2021-03-17,TSLA,BUY,234.12381009521482,12.0,1.0,,
2021-03-18,TSLA,EXIT,217.54582521972657,,,-7.006467589879262,STOP LOSS
2021-03-30,TSLA,BUY,212.04283546142577,12.0,1.0,,
2021-04-05,GOOGL,EXIT,109.9504899963379,,,26.37859127399169,TAKE PROFIT
2021-05-04,GOOGL,BUY,114.48753579711914,12.0,1.0,,
2021-05-12,TSLA,EXIT,196.47270087890624,,,-7.2687344257934745,STOP LOSS
2021-07-08,TSLA,BUY,217.77741518554686,12.0,1.0,,
2021-08-13,MSFT,EXIT,281.4306505615234,,,25.065746973922792,TAKE PROFIT
2021-08-17,MSFT,BUY,282.1025463134765,12.0,1.0,,
2021-08-30,GOOGL,EXIT,143.29053397216796,,,25.258402305763894,TAKE PROFIT
2021-09-07,AAPL,EXIT,152.9811700317383,,,25.082159491099848,TAKE PROFIT
2021-09-10,GOOGL,BUY,139.83299890136718,12.0,1.0,,
2021-09-22,AAPL,BUY,142.625728125,12.0,1.0,,
2021-10-14,TSLA,EXIT,272.5551272705078,,,25.25327555883704,TAKE PROFIT
2021-11-15,TSLA,BUY,338.06689870605464,12.0,1.0,,
2021-12-16,TSLA,EXIT,308.7261489746094,,,-8.605862088447893,STOP LOSS
2022-01-21,GOOGL,EXIT,129.17956311035155,,,-7.544720832924153,STOP LOSS
2022-02-01,GOOGL,BUY,136.62491385498046,12.0,1.0,,
2022-02-23,GOOGL,EXIT,126.44088818969726,,,-7.379907282851603,STOP LOSS
2022-02-28,TSLA,BUY,290.37545573730466,12.0,1.0,,
2022-03-07,TSLA,EXIT,267.9787741943359,,,-7.639119092748113,STOP LOSS
2022-04-20,TSLA,BUY,325.9939240722656,12.0,1.0,,
2022-04-22,MSFT,EXIT,264.87789384765625,,,-6.030636984842878,STOP LOSS
2022-04-26,TSLA,EXIT,291.90630263671875,,,-10.384828343096187,STOP LOSS
2022-06-13,AAPL,EXIT,129.30030079345704,,,-9.270350059754293,STOP LOSS
2022-08-22,AAPL,BUY,164.78382128906247,12.0,0.25,,
2022-08-31,AAPL,EXIT,154.3587444580078,,,-6.251518435615141,STOP LOSS
2023-03-03,AAPL,BUY,148.99234383544922,12.0,0.25,,
2023-04-17,GOOGL,BUY,105.18542232055663,12.0,0.25,,
2023-04-20,MSFT,BUY,279.71468173828123,12.0,0.5,,
2023-06-06,TSLA,BUY,221.4870455566406,12.0,1.0,,
2023-06-28,AAPL,EXIT,186.65606706542968,,,25.379268938088483,TAKE PROFIT
2023-07-03,TSLA,EXIT,279.5961513183594,,,26.336963239080607,TAKE PROFIT
2023-07-10,AAPL,BUY,186.3227061035156,12.0,1.0,,
2023-07-18,MSFT,EXIT,351.65967016601564,,,25.82150531298523,TAKE PROFIT
2023-07-20,MSFT,BUY,339.85788112792966,12.0,0.5,,
2023-07-20,TSLA,BUY,263.11031389160155,12.0,0.5,,
2023-07-28,GOOGL,EXIT,131.38803051757813,,,25.010882873983793,TAKE PROFIT
2023-08-08,MSFT,EXIT,318.9480064453125,,,-6.077396798554707,STOP LOSS
2023-08-09,TSLA,EXIT,241.99625043945312,,,-7.951155977417986,STOP LOSS
2023-08-16,AAPL,EXIT,174.3850384765625,,,-6.332050530564932,STOP LOSS
2023-08-23,AAPL,BUY,179.1651444213867,12.0,0.25,,
2023-08-25,TSLA,BUY,238.78086833496093,12.0,0.5,,
2023-09-20,GOOGL,BUY,132.74982224121092,12.0,1.0,,
2023-09-28,MSFT,BUY,307.95026484374995,12.0,1.0,,
2023-10-19,TSLA,EXIT,219.93391260986328,,,-7.819247770896763,STOP LOSS
2023-10-25,GOOGL,EXIT,124.48068087768554,,,-6.1540399448205,STOP LOSS
2023-10-26,AAPL,EXIT,164.82480643310546,,,-7.930321836139877,STOP LOSS
2023-11-02,AAPL,BUY,175.65347197265623,12.0,0.5,,
2023-11-07,GOOGL,BUY,130.00032520751952,12.0,1.0,,
2024-01-18,MSFT,EXIT,386.8901912109375,,,25.734573200752187,TAKE PROFIT
2024-01-31,MSFT,BUY,391.159845703125,12.0,1.0,,
2024-04-19,AAPL,EXIT,163.38109233398438,,,-6.912228936230505,STOP LOSS
2024-04-26,GOOGL,EXIT,170.40403393554686,,,31.184645912508298,TAKE PROFIT
2024-05-30,GOOGL,BUY,170.8357475830078,12.0,1.0,,
2024-06-10,AAPL,BUY,191.791173449707,12.0,1.0,,
2024-07-29,TSLA,BUY,232.2856861083984,12.0,1.0,,
2024-08-01,TSLA,EXIT,216.68651260986329,,,-6.6408248207116385,STOP LOSS
2024-08-05,GOOGL,EXIT,157.99936905517578,,,-7.439823346021647,STOP LOSS
2024-08-15,TSLA,BUY,214.31131138916012,12.0,1.0,,
2024-09-19,GOOGL,BUY,161.33805845947265,12.0,1.0,,
2024-10-25,TSLA,EXIT,268.9746504394531,,,25.60699698794428,TAKE PROFIT
2024-12-03,AAPL,EXIT,241.13861495361328,,,25.830441493771588,TAKE PROFIT
2024-12-05,AAPL,BUY,241.91293436279295,12.0,1.0,,
2025-01-03,TSLA,BUY,410.7683544433593,12.0,1.0,,
2025-01-16,AAPL,EXIT,226.8382205566406,,,-6.15638761781822,STOP LOSS
2025-01-28,AAPL,BUY,237.1551028198242,12.0,1.0,,
2025-01-31,GOOGL,EXIT,202.91866607666014,,,25.87304751312495,TAKE PROFIT
2025-02-03,TSLA,EXIT,383.3730486816406,,,-6.594559068282189,STOP LOSS
2025-03-11,AAPL,EXIT,219.70574750976562,,,-7.28360882072871,STOP LOSS
2025-04-04,MSFT,EXIT,356.82045522460936,,,-8.705828561005124,STOP LOSS
2025-05-07,MSFT,BUY,430.40169382324217,12.0,0.25,,
2025-06-04,TSLA,BUY,332.31562778320307,12.0,0.5,,
2025-06-05,TSLA,EXIT,284.4722521972656,,,-14.328431044246711,STOP LOSS
2025-06-10,TSLA,BUY,326.3508683349609,12.0,0.5,,
2025-07-01,TSLA,EXIT,300.46942346191406,,,-7.856843467493226,STOP LOSS
2025-09-09,AAPL,BUY,234.09129814453124,12.0,0.5,,
2025-10-03,GOOGL,BUY,245.21316459960934,12.0,1.0,,
2025-10-10,TSLA,BUY,413.82078222656247,12.0,1.0,,
2025-10-28,MSFT,EXIT,539.3933961425781,,,25.423590124009195,TAKE PROFIT
2025-11-24,GOOGL,EXIT,317.89324790039063,,,29.743346623645383,TAKE PROFIT
2025-11-26,MSFT,BUY,484.78189416503903,12.0,1.0,,
2025-12-17,GOOGL,BUY,296.74846999511715,12.0,1.0,,
2026-01-15,MSFT,EXIT,455.25559060058595,,,-6.015448977388854,STOP LOSS
2026-03-19,TSLA,EXIT,379.99574780273434,,,-8.100316821507878,STOP LOSS
2026-03-27,GOOGL,EXIT,274.1205243408203,,,-7.5513358695986685,STOP LOSS
