date,symbol,action,price,qty,pnl_pct,reason
2020-01-07,TSLA,BUY,31.29568265533447,20.0,,
2020-01-17,GOOGL,EXIT,73.31089508666992,,21.354230094833962,TAKE PROFIT (21.4%)
2020-01-17,GOOGL,BUY,73.42828643188476,20.0,,
2020-01-22,TSLA,EXIT,37.94029225769043,,21.328776275319118,TAKE PROFIT (21.3%)
2020-01-22,TSLA,BUY,38.00104532775879,20.0,,
2020-02-03,TSLA,EXIT,51.9584,,36.83834102851728,TAKE PROFIT (36.8%)
2020-02-03,TSLA,BUY,52.041599999999995,20.0,,
2020-02-04,MSFT,EXIT,170.49461387939454,,20.416357274980484,TAKE PROFIT (20.4%)
2020-02-04,MSFT,BUY,170.7676236694336,20.0,,
2020-02-27,MSFT,EXIT,150.13602060546876,,-12.011292095509502,STOP LOSS (-12.0%)
2020-02-27,MSFT,BUY,150.37643056640624,20.0,,
2020-02-27,GOOGL,EXIT,65.15638265991211,,-11.194237713824387,STOP LOSS (-11.2%)
2020-02-27,GOOGL,BUY,65.26071633911133,20.0,,
2020-02-27,TSLA,EXIT,45.23045307922363,,-13.018303794745897,STOP LOSS (-13.0%)
2020-03-05,TSLA,BUY,48.341307843017574,20.0,,
2020-03-09,GOOGL,EXIT,60.24296577148437,,-7.6148683119255,STOP LOSS (-7.6%)
2020-03-09,TSLA,EXIT,40.500906158447265,,-16.15176619479551,STOP LOSS (-16.2%)
2020-03-10,GOOGL,BUY,63.286443786621085,20.0,,
2020-03-12,AAPL,EXIT,59.930814874267575,,-11.162642318173802,STOP LOSS (-11.2%)
2020-03-12,AAPL,BUY,60.02678095092773,20.0,,
2020-03-12,MSFT,EXIT,131.98833419189452,,-12.157770402003699,STOP LOSS (-12.2%)
2020-03-12,GOOGL,EXIT,55.0778240020752,,-12.900902245103627,STOP LOSS (-12.9%)
2020-03-20,AAPL,EXIT,55.34601138000488,,-7.723981260634395,STOP LOSS (-7.7%)
2020-04-13,AAPL,BUY,66.0771037902832,20.0,,
2020-04-14,MSFT,BUY,165.1307783203125,20.0,,
2020-04-17,GOOGL,BUY,63.47652569274902,20.0,,
2020-05-11,TSLA,BUY,54.12926733398437,20.0,,
2020-06-05,AAPL,EXIT,80.2515661315918,,21.548636637478847,TAKE PROFIT (21.5%)
2020-06-05,AAPL,BUY,80.38007144165039,20.0,,
2020-06-10,TSLA,EXIT,68.2820005859375,,26.24717327177028,TAKE PROFIT (26.2%)
2020-06-10,TSLA,BUY,68.39133925781249,20.0,,
2020-06-12,TSLA,EXIT,62.3021195892334,,-8.83055973631494,STOP LOSS (-8.8%)
2020-06-12,TSLA,BUY,62.40188279113769,20.0,,
2020-07-02,TSLA,EXIT,80.51286967773437,,29.126442887412907,TAKE PROFIT (29.1%)
2020-07-02,TSLA,BUY,80.64179340820311,20.0,,
2020-07-06,MSFT,EXIT,200.5421660888672,,21.541683696404064,TAKE PROFIT (21.5%)
2020-07-06,MSFT,BUY,200.86329045410153,20.0,,
2020-07-10,GOOGL,EXIT,76.2586692565918,,20.232990390870057,TAKE PROFIT (20.2%)
2020-07-10,TSLA,EXIT,102.89428797607421,,27.69640277004102,TAKE PROFIT (27.7%)
2020-07-10,TSLA,BUY,103.05905064697265,20.0,,
2020-07-20,GOOGL,BUY,77.61307384643554,20.0,,
2020-07-24,TSLA,EXIT,94.39109384155273,,-8.337340017921155,STOP LOSS (-8.3%)
2020-07-31,AAPL,EXIT,102.89630814819336,,28.114704620322033,TAKE PROFIT (28.1%)
2020-07-31,AAPL,BUY,103.06107405395507,20.0,,
2020-08-03,TSLA,BUY,99.07919999999999,20.0,,
2020-08-11,TSLA,EXIT,91.55269865112305,,-7.522467429406367,STOP LOSS (-7.5%)
2020-08-11,TSLA,BUY,91.69930025024414,20.0,,
2020-08-14,TSLA,EXIT,109.95929489746094,,20.008912241812762,TAKE PROFIT (20.0%)
2020-08-14,TSLA,BUY,110.1353706298828,20.0,,
2020-08-20,TSLA,EXIT,133.34857325439452,,21.17391239631776,TAKE PROFIT (21.2%)
2020-08-20,TSLA,BUY,133.56210179443357,20.0,,
2020-08-31,AAPL,EXIT,125.18052186279297,,21.559713606684628,TAKE PROFIT (21.6%)
2020-08-31,AAPL,BUY,125.38097105712889,20.0,,
2020-08-31,TSLA,EXIT,165.97378885498046,,24.3666219404004,TAKE PROFIT (24.4%)
2020-08-31,TSLA,BUY,166.2395595336914,20.0,,
2020-09-02,TSLA,EXIT,149.0040381225586,,-10.296118920015724,STOP LOSS (-10.3%)
2020-09-08,AAPL,EXIT,109.44563754882812,,-12.6396428129048,STOP LOSS (-12.6%)
2020-09-08,AAPL,BUY,109.62089077148437,20.0,,
2020-09-18,GOOGL,EXIT,71.90217189331055,,-7.283997245828168,STOP LOSS (-7.3%)
2020-09-18,GOOGL,BUY,72.01730747680664,20.0,,
2020-10-07,TSLA,BUY,141.88007592773437,20.0,,
2020-10-30,TSLA,EXIT,129.24318709716798,,-8.833806591284343,STOP LOSS (-8.8%)
2020-11-04,GOOGL,EXIT,86.50768088989257,,20.216855471485086,TAKE PROFIT (20.2%)
2020-11-12,GOOGL,BUY,86.49582286376952,20.0,,
2020-11-30,TSLA,BUY,189.35135694580077,20.0,,
2020-12-18,TSLA,EXIT,231.48133841552735,,22.347510728027732,TAKE PROFIT (22.3%)
2020-12-18,TSLA,BUY,231.852005090332,20.0,,
2020-12-22,TSLA,EXIT,213.27591319580077,,-7.938397837419833,STOP LOSS (-7.9%)
2020-12-22,TSLA,BUY,213.61742786865233,20.0,,
2020-12-28,AAPL,EXIT,132.83047915039063,,21.269611729758033,TAKE PROFIT (21.3%)
2020-12-30,AAPL,BUY,130.15242432861328,20.0,,
2021-01-07,TSLA,EXIT,271.7957255126953,,27.336677955365325,TAKE PROFIT (27.3%)
2021-01-07,TSLA,BUY,272.2309468505859,20.0,,
2021-02-12,GOOGL,EXIT,103.8097080078125,,20.11310931078795,TAKE PROFIT (20.1%)
2021-02-12,GOOGL,BUY,103.9759365234375,20.0,,
2021-02-22,TSLA,EXIT,237.97613841552734,,-12.51300614119834,STOP LOSS (-12.5%)
2021-02-22,TSLA,BUY,238.357205090332,20.0,,
2021-02-25,AAPL,EXIT,117.74943688354492,,-9.4571519040694,STOP LOSS (-9.5%)
2021-03-03,AAPL,BUY,118.98099585571288,20.0,,
2021-03-03,TSLA,EXIT,217.55915073242187,,-8.652504412514936,STOP LOSS (-8.7%)
2021-03-03,TSLA,BUY,217.9075240722656,20.0,,
2021-03-05,TSLA,EXIT,199.15721231689452,,-8.531535798041638,STOP LOSS (-8.5%)
2021-03-05,TSLA,BUY,199.47611898193358,20.0,,
2021-04-08,MSFT,EXIT,242.81407709960936,,20.982028790496017,TAKE PROFIT (21.0%)
2021-04-13,MSFT,BUY,248.2350198486328,20.0,,
2021-04-13,TSLA,EXIT,253.90338885498045,,27.387015293469897,TAKE PROFIT (27.4%)
2021-04-13,TSLA,BUY,254.3099595336914,20.0,,
2021-04-27,TSLA,EXIT,234.7253994140625,,-7.627160765206563,STOP LOSS (-7.6%)
2021-05-12,MSFT,EXIT,229.15126427001954,,-7.613868423759721,STOP LOSS (-7.6%)
2021-05-12,MSFT,BUY,229.5181998413086,20.0,,
2021-05-24,TSLA,BUY,202.30838481445312,20.0,,
2021-07-06,GOOGL,EXIT,125.05546177368164,,20.369760953741565,TAKE PROFIT (20.4%)
2021-07-06,GOOGL,BUY,125.2557107116699,20.0,,
2021-07-14,AAPL,EXIT,145.40177392578124,,22.303723741757064,TAKE PROFIT (22.3%)
2021-07-14,AAPL,BUY,145.63460302734373,20.0,,
2021-07-23,MSFT,EXIT,278.37459516601564,,21.383608505624657,TAKE PROFIT (21.4%)
2021-07-23,MSFT,BUY,278.82035112304686,20.0,,
2021-08-30,TSLA,EXIT,243.4417636352539,,20.428361482438742,TAKE PROFIT (20.4%)
2021-10-14,TSLA,BUY,272.9915646240234,20.0,,
2021-10-25,TSLA,EXIT,341.34669912109376,,25.1393960057639,TAKE PROFIT (25.1%)
2021-10-25,TSLA,BUY,341.89329111328124,20.0,,
2021-12-10,AAPL,EXIT,175.45813865966795,,20.574790539815112,TAKE PROFIT (20.6%)
2021-12-10,AAPL,BUY,175.7390964477539,20.0,,
2021-12-16,TSLA,EXIT,308.7261489746094,,-9.628724614445549,STOP LOSS (-9.6%)
2021-12-16,TSLA,BUY,309.22050629882807,20.0,,
2022-01-03,TSLA,EXIT,399.6067249267578,,29.333811346030163,TAKE PROFIT (29.3%)
2022-01-03,TSLA,BUY,400.2466075927734,19.884729344625182,,
2022-01-05,TSLA,EXIT,362.4164997070312,,-9.379203181630835,STOP LOSS (-9.4%)
2022-01-05,TSLA,BUY,362.9968303710937,20.0,,
2022-01-19,AAPL,EXIT,162.53220838623045,,-7.441006842097651,STOP LOSS (-7.4%)
2022-01-19,AAPL,BUY,162.7924681274414,20.0,,
2022-01-19,TSLA,EXIT,331.61782463378904,,-8.571286708056952,STOP LOSS (-8.6%)
2022-02-28,TSLA,BUY,290.37545573730466,20.0,,
2022-03-07,TSLA,EXIT,267.9787741943359,,-7.639119092748113,STOP LOSS (-7.6%)
2022-03-09,TSLA,BUY,286.55239240722653,20.0,,
2022-03-11,TSLA,EXIT,264.9045753662109,,-7.48056002114679,STOP LOSS (-7.5%)
2022-03-14,AAPL,EXIT,147.45707416992187,,-9.347689131529611,STOP LOSS (-9.3%)
2022-03-15,AAPL,BUY,152.0763367675781,20.0,,
2022-03-17,TSLA,BUY,290.76575185546875,20.0,,
2022-03-28,TSLA,EXIT,363.6554979492187,,25.168336694049465,TAKE PROFIT (25.2%)
2022-03-28,TSLA,BUY,364.2378125976562,20.0,,
2022-04-11,TSLA,EXIT,325.04974956054684,,-10.687472220810541,STOP LOSS (-10.7%)
2022-04-11,TSLA,BUY,325.5702455566406,20.0,,
2022-04-26,TSLA,EXIT,291.90630263671875,,-10.268208278998618,STOP LOSS (-10.3%)
2022-04-27,GOOGL,EXIT,113.26691127319336,,-9.499058600197744,STOP LOSS (-9.5%)
2022-05-09,MSFT,EXIT,255.74346834716798,,-8.203176024350595,STOP LOSS (-8.2%)
2024-06-12,AAPL,EXIT,211.2656208618164,,39.03199746315471,TAKE PROFIT (39.0%)
2024-06-12,AAPL,BUY,211.6039164916992,20.0,,
2024-06-12,GOOGL,BUY,176.67621639404297,20.0,,
2024-07-01,TSLA,BUY,210.02788861083982,20.0,,
2024-07-03,MSFT,BUY,454.9868980224609,17.11346039748621,,
2024-07-08,TSLA,EXIT,252.73765043945312,,20.43162653988213,TAKE PROFIT (20.4%)
2024-07-08,TSLA,BUY,253.14235444335935,20.0,,
2024-07-24,TSLA,EXIT,215.81721348876954,,-14.676464960551725,STOP LOSS (-14.7%)
2024-07-24,TSLA,BUY,216.16279749755859,20.0,,
2024-07-25,MSFT,EXIT,412.4882266601562,,-9.2680507417747,STOP LOSS (-9.3%)
2024-07-26,MSFT,BUY,419.93244865722653,18.433693767192747,,
2024-08-05,MSFT,EXIT,389.5666677001953,,-7.156836342770369,STOP LOSS (-7.2%)
2024-08-05,GOOGL,EXIT,157.99936905517578,,-10.499628654993016,STOP LOSS (-10.5%)
2024-08-05,GOOGL,BUY,158.25237044677732,20.0,,
2024-08-05,TSLA,EXIT,198.72090087890624,,-7.995266907545126,STOP LOSS (-8.0%)
2024-08-09,MSFT,BUY,400.92405952148437,19.076806760349402,,
2024-08-13,TSLA,BUY,207.99626583251953,20.0,,
2024-09-23,TSLA,EXIT,249.79999999999998,,20.194465510886747,TAKE PROFIT (20.2%)
2024-09-30,TSLA,BUY,261.83930888671875,20.0,,
2024-10-03,TSLA,EXIT,240.46747565917968,,-8.088665263691297,STOP LOSS (-8.1%)
2024-10-03,TSLA,BUY,240.85253166503904,20.0,,
2024-10-11,TSLA,EXIT,217.6257630493164,,-9.571221217363444,STOP LOSS (-9.6%)
2024-11-21,TSLA,BUY,339.9117266601562,20.0,,
2024-12-11,GOOGL,EXIT,194.34519282226563,,22.905453427280463,TAKE PROFIT (22.9%)
2024-12-11,GOOGL,BUY,194.65639409179687,20.0,,
2024-12-11,TSLA,EXIT,424.4301730224609,,24.96479400322572,TAKE PROFIT (25.0%)
2024-12-11,TSLA,BUY,425.1098050048828,18.382739179396367,,
2024-12-24,AAPL,EXIT,256.5917729248047,,21.357494204712893,TAKE PROFIT (21.4%)
2024-12-24,AAPL,BUY,257.002648461914,20.0,,
2025-01-02,TSLA,EXIT,378.97657478027344,,-10.780698465672772,STOP LOSS (-10.8%)
2025-01-02,TSLA,BUY,379.58342277832026,20.0,,
2025-01-10,AAPL,EXIT,235.37475134277344,,-8.34211113617933,STOP LOSS (-8.3%)
2025-01-10,AAPL,BUY,235.75165246582029,20.0,,
2025-02-10,TSLA,EXIT,350.4494269775391,,-7.60133611231035,STOP LOSS (-7.6%)
2025-02-21,GOOGL,EXIT,178.69015485839844,,-8.12877107380713,STOP LOSS (-8.1%)
2025-02-21,GOOGL,BUY,178.9762880126953,20.0,,
2025-02-26,TSLA,BUY,291.0326277832031,20.0,,
2025-03-03,GOOGL,EXIT,166.10844666748048,,-7.115382900586277,STOP LOSS (-7.1%)
2025-03-06,TSLA,EXIT,263.2392521972656,,-9.47749940832022,STOP LOSS (-9.5%)
2025-03-12,AAPL,EXIT,215.8655908935547,,-8.361863269577281,STOP LOSS (-8.4%)
2025-05-27,TSLA,BUY,363.1803266601562,20.0,,
2025-05-28,GOOGL,BUY,171.90183109130857,20.0,,
2025-06-04,TSLA,EXIT,331.7843478027344,,-8.571592837493501,STOP LOSS (-8.6%)
2025-06-04,TSLA,BUY,332.31562778320307,20.0,,
2025-06-05,TSLA,EXIT,284.4722521972656,,-14.328431044246711,STOP LOSS (-14.3%)
2025-06-09,TSLA,BUY,308.82685056152343,20.0,,
2025-06-23,MSFT,EXIT,482.80649975585936,,20.519844774575276,TAKE PROFIT (20.5%)
2025-06-23,MSFT,BUY,483.5796086425781,15.779194078784286,,
2025-08-13,AAPL,BUY,233.07243255615234,20.0,,
2025-08-25,GOOGL,EXIT,207.8546860229492,,21.011568977865924,TAKE PROFIT (21.0%)
2025-08-25,GOOGL,BUY,208.18751978759764,20.0,,
2025-09-12,TSLA,EXIT,395.6232504394531,,28.20776487584859,TAKE PROFIT (28.2%)
2025-09-15,GOOGL,EXIT,251.06763132324218,,20.693424128684594,TAKE PROFIT (20.7%)
2025-09-15,GOOGL,BUY,251.46966115722654,20.0,,
2025-09-17,TSLA,BUY,426.2006733398437,18.455907848314645,,
2025-11-20,TSLA,EXIT,394.91382697753903,,-7.266685458476556,STOP LOSS (-7.3%)
2025-11-24,GOOGL,EXIT,317.89324790039063,,26.515367559335722,TAKE PROFIT (26.5%)
2025-11-24,GOOGL,BUY,318.40228432617187,20.0,,
2025-12-01,AAPL,EXIT,282.6090893798828,,21.350841265997552,TAKE PROFIT (21.4%)
2025-12-01,AAPL,BUY,283.0616259521484,20.0,,
2026-01-06,AAPL,EXIT,261.90502380371095,,-7.400123667599368,STOP LOSS (-7.4%)
2026-01-20,AAPL,BUY,246.66655111083983,20.0,,
2026-01-21,MSFT,EXIT,442.74415390625,,-8.371108935653707,STOP LOSS (-8.4%)
2026-02-06,TSLA,BUY,411.4388733398437,19.230338150422153,,
2026-03-19,TSLA,EXIT,379.99574780273434,,-7.568289620790066,STOP LOSS (-7.6%)
2026-03-24,GOOGL,EXIT,290.2076504394531,,-8.782060701587493,STOP LOSS (-8.8%)
2026-03-24,GOOGL,BUY,290.6723544433593,20.0,,
