date,symbol,action,price,qty,pnl_pct,reason
2022-01-18,GOOGL,EXIT,134.77528741455077,,-8.348570572629658,STOP LOSS (-8.3%)
2022-01-18,GOOGL,BUY,134.99110052490232,20.0,,
2022-01-19,TSLA,EXIT,331.61782463378904,,-8.571286708056952,STOP LOSS (-8.6%)
2022-01-20,AAPL,EXIT,160.85051038818358,,-8.3987017817061,STOP LOSS (-8.4%)
2022-01-20,AAPL,BUY,161.10807725830077,20.0,,
2022-02-14,TSLA,BUY,292.15354943847655,20.0,,
2022-02-23,TSLA,EXIT,254.4762486816406,,-12.826664894101073,STOP LOSS (-12.8%)
2022-02-28,TSLA,BUY,290.37545573730466,20.0,,
2022-03-08,MSFT,EXIT,266.6370749755859,,-8.73966810806875,STOP LOSS (-8.7%)
2022-03-11,TSLA,EXIT,264.9045753662109,,-8.698664620946397,STOP LOSS (-8.7%)
2022-03-14,AAPL,EXIT,147.45707416992187,,-8.399915889542875,STOP LOSS (-8.4%)
2025-01-31,AAPL,BUY,234.90557819824215,20.0,,
2025-01-31,GOOGL,EXIT,202.91866607666014,,50.440384730386114,TAKE PROFIT (50.4%)
2025-01-31,GOOGL,BUY,203.24359588623045,20.0,,
2025-02-07,GOOGL,EXIT,184.33948614501952,,-9.228590942204013,STOP LOSS (-9.2%)
2025-02-07,GOOGL,BUY,184.63466546630858,20.0,,
2025-02-12,TSLA,BUY,336.7792177734375,20.0,,
2025-02-25,TSLA,EXIT,302.55774780273435,,-10.089467576151833,STOP LOSS (-10.1%)
2025-02-25,TSLA,BUY,303.0422277832031,20.0,,
2025-02-27,GOOGL,EXIT,167.59039919433593,,-9.158673733439503,STOP LOSS (-9.2%)
2025-03-04,TSLA,EXIT,271.8223765380859,,-10.230329767922724,STOP LOSS (-10.2%)
2025-09-03,MSFT,BUY,503.65989953613274,13.438345069230264,,
2025-09-03,GOOGL,BUY,230.32533306884764,20.0,,
2025-09-12,TSLA,BUY,396.25675444335934,17.079834483055745,,
2025-10-29,GOOGL,EXIT,273.9781517578125,,19.04791631568522,TAKE PROFIT (19.0%)
2025-10-29,GOOGL,BUY,274.4168677734375,20.0,,
2025-11-03,TSLA,EXIT,467.99529912109375,,18.198614879165667,TAKE PROFIT (18.2%)
2025-11-26,AAPL,EXIT,277.068694921875,,18.043398317999166,TAKE PROFIT (18.0%)
2025-11-26,AAPL,BUY,277.512359765625,20.0,,
2025-12-18,TSLA,BUY,483.7566911132812,14.368473841066763,,
2026-01-02,TSLA,EXIT,437.7195513183594,,-9.444145089533036,STOP LOSS (-9.4%)
2026-01-02,TSLA,BUY,438.42046333007806,15.7589712684486,,
2026-01-08,GOOGL,EXIT,324.95089072265625,,18.509865012675316,TAKE PROFIT (18.5%)
2026-01-08,GOOGL,BUY,325.47122841796875,20.0,,
2026-01-14,MSFT,EXIT,457.9672257080078,,-8.999328069519144,STOP LOSS (-9.0%)
2026-01-16,AAPL,EXIT,255.0868895385742,,-8.007296449018936,STOP LOSS (-8.0%)
2026-01-16,AAPL,BUY,255.49535533447263,20.0,,
2026-02-05,TSLA,EXIT,396.89222346191406,,-9.399760121135904,STOP LOSS (-9.4%)
2026-02-05,TSLA,BUY,397.52775944824214,17.265575933247508,,
2026-03-06,GOOGL,EXIT,298.0713495605469,,-8.345201814427252,STOP LOSS (-8.3%)
2026-03-06,GOOGL,BUY,298.5486455566406,20.0,,
2026-03-27,GOOGL,EXIT,274.1205243408203,,-8.108778779958369,STOP LOSS (-8.1%)
2026-03-27,GOOGL,BUY,274.5594683349609,20.0,,
2026-03-27,TSLA,EXIT,361.5405225830078,,-8.97994467745449,STOP LOSS (-9.0%)
